user,max_error,mean_error,score_v2,is_insider,threat_scenario
U0590,0.07936720550060272,0.009683386723836675,0.005903293439221992,0,normal
U0635,0.09408336877822876,0.00787621743051392,0.0058816723952343315,0,normal
U0164,0.06854911148548126,0.010378779833150902,0.005866817592338002,1,email_exfil
U0969,0.0770443007349968,0.009992854633944443,0.005863326577771056,0,normal
U0554,0.10812809318304062,0.006963393523486635,0.005832236261860401,0,normal
U0329,0.0753454640507698,0.00993023873898456,0.005795520241441699,0,normal
U0433,0.08381549268960953,0.008442583817128054,0.005792113780448668,1,sabotage
U0899,0.07306253910064697,0.01011990764548828,0.00577479042312602,0,normal
U0253,0.09623254835605621,0.0077189401552118396,0.005753806939071817,0,normal
U0849,0.07473134994506836,0.010079561064959965,0.005736651196997575,0,normal
U0056,0.07917404919862747,0.0094287022452128,0.00573404086275554,0,normal
U0045,0.08216137439012527,0.009160860038704265,0.005732155195927155,0,normal
U0115,0.08261651545763016,0.008392994132144756,0.005717922299870478,1,sabotage
U0126,0.08804042637348175,0.00845069669172147,0.005714795018154178,0,normal
U0144,0.11188051104545593,0.006537085047877225,0.0057122011742821634,0,normal
U0486,0.07259687036275864,0.010137300892030037,0.005700538212287751,0,normal
U0630,0.0902688056230545,0.00813040731427653,0.005684936586732616,0,normal
U0063,0.10738825798034668,0.0068315788141385765,0.005682683986938798,0,normal
U0877,0.08314899355173111,0.00867802657834208,0.005681641373502204,0,normal
U0532,0.08086567372083664,0.009062056647799466,0.005676316554562159,0,normal
U0545,0.0947660282254219,0.007727280828517754,0.005672245251078787,0,normal
U0901,0.10894395411014557,0.006767807341839602,0.005663398571513375,0,normal
U0132,0.08318636566400528,0.00878746333014764,0.005614895557029209,0,normal
U0570,0.06692080944776535,0.010817487340743052,0.005607421548112518,0,normal
U0157,0.08614713698625565,0.008376153990762228,0.005589347699881807,0,normal
U0911,0.09505251795053482,0.007587533472587893,0.005586500873878171,0,normal
U0055,0.10217633098363876,0.0071695947188988515,0.0055790327028331504,0,normal
U0704,0.08755900710821152,0.008282627957819618,0.005570510381949659,0,normal
U0649,0.09274479746818542,0.007806192671856776,0.005561024766968277,0,normal
U0640,0.09743577986955643,0.007302984750360159,0.00555755509584234,0,normal
U0439,0.0819878801703453,0.008807827309188894,0.005546824875839392,0,normal
U0183,0.09840409457683563,0.007274848756621092,0.005545143170675373,0,normal
U0832,0.07359905540943146,0.009695484067143904,0.0055273550539101796,0,normal
U0680,0.08243762701749802,0.00863777326546445,0.005515728835374696,0,normal
U0201,0.07896163314580917,0.009121897887899093,0.005485488707071268,0,normal
U0923,0.07350946962833405,0.00963279404925667,0.005484931265918549,0,normal
U0333,0.08000320941209793,0.00877193797276547,0.005481101936823934,0,normal
U0394,0.07213421911001205,0.00988467530100741,0.0054768361500405925,0,normal
U0953,0.08866989612579346,0.007897792650525292,0.005469490152463552,0,normal
U0368,0.0862821713089943,0.008088715064293523,0.005450866181781309,0,normal
U0337,0.09555095434188843,0.007397639525753236,0.005429429520822339,0,normal
U0076,0.07489069551229477,0.009418057437723277,0.005417703140551867,0,normal
U0790,0.07603096961975098,0.009087564062480449,0.005396385069005984,0,normal
U0674,0.07934517413377762,0.008634702143704313,0.005350973450341757,0,normal
U0830,0.07643220573663712,0.009084419457676256,0.005333343767575518,0,normal
U0801,0.09138734638690948,0.007550138137197969,0.005299891396393643,0,normal
U0737,0.08301474899053574,0.00829505745916685,0.005289330002431897,0,normal
U0994,0.09248736500740051,0.0075006743785994085,0.005283195910106657,0,normal
U0915,0.09222529083490372,0.007246966722866711,0.005262621616797666,0,normal
U0121,0.09303706139326096,0.007323480826001334,0.005233588099691651,0,normal
U0562,0.07521253824234009,0.008898436251818149,0.005227196861073652,0,normal
U0796,0.07599044591188431,0.00900816340156041,0.005213258321189752,0,normal
U0814,0.09016450494527817,0.007388276271212309,0.0052028780515577825,0,normal
U0072,0.0696771964430809,0.009639290553511396,0.005202491320753886,0,normal
U0998,0.10416267812252045,0.006527447472700291,0.005178089109974597,0,normal
U0335,0.07809515297412872,0.00868927002733048,0.005167986497225445,0,normal
U0025,0.09111050516366959,0.007260953258932592,0.005166863795320995,0,normal
U0135,0.09775609523057938,0.006868386470880407,0.005157325895649482,0,normal
U0818,0.09090569615364075,0.007383916290922632,0.005155892661744446,0,normal
U0791,0.09044521301984787,0.0073958546822280105,0.0051380693421460445,0,normal
U0573,0.08541790395975113,0.007898081001681491,0.005137886315049729,0,normal
U0707,0.07911819219589233,0.008371864299997847,0.005130670928707524,0,normal
U0170,0.07485967129468918,0.008995013844006625,0.005128185763548106,0,normal
U0644,0.08960167318582535,0.007449093664398156,0.0051267903773027,0,normal
U0364,0.06414575129747391,0.010395642011952972,0.005122066557377748,0,normal
U0403,0.07017216831445694,0.009491954531683205,0.005116188667777972,0,normal
U0755,0.07631314545869827,0.00815274646885985,0.00509261321801109,1,usb_exfil
U0451,0.07775116711854935,0.00845389798423734,0.005091427276230817,0,normal
U0667,0.07150913029909134,0.009108017333397929,0.005044997667481225,0,normal
U0023,0.07934574782848358,0.008268693416551025,0.005039489598291039,0,normal
U0123,0.09646433591842651,0.006821395911170557,0.0050113418838414105,0,normal
U0230,0.07974136620759964,0.008045258679863228,0.005010586941528674,0,normal
U0735,0.07168769836425781,0.009008424911500394,0.005002292987588701,0,normal
U0793,0.07117102295160294,0.008982431566311745,0.004993005480157175,0,normal
U0504,0.09984523802995682,0.00648430775991613,0.004972983081820883,0,normal
U0234,0.07876381278038025,0.008143021503034713,0.004968072649419195,0,normal
U0369,0.06855535507202148,0.009390658909350643,0.004944967670753469,0,normal
U0311,0.08531811833381653,0.007600480549207344,0.00493851431927867,0,normal
U0362,0.07782737165689468,0.008171662284828093,0.004926272133228162,0,normal
U0124,0.0795992761850357,0.007974181219761789,0.004916667564937292,0,normal
U0661,0.06364927440881729,0.009929121195311079,0.004895306561679028,0,normal
U0851,0.06860724091529846,0.009276573688666913,0.004888589367036292,0,normal
U0449,0.06974795460700989,0.009017705710008764,0.004871953780567955,0,normal
U0536,0.08404237776994705,0.007610139746644947,0.004870852292156124,0,normal
U0764,0.062325913459062576,0.010087853013228587,0.004870157687400679,0,normal
U0410,0.0685066431760788,0.008990804555361548,0.0048498364063769275,0,normal
U0730,0.09520911425352097,0.0066719309611457,0.004837757171043958,0,normal
U0038,0.08222811669111252,0.007502042781078537,0.004817977832227324,0,normal
U0546,0.06462819129228592,0.009463139665439808,0.004815629834155561,0,normal
U0052,0.07035423815250397,0.008902519503956112,0.0048109318421973345,0,normal
U0736,0.0802706852555275,0.007801966117228263,0.004810464745822829,0,normal
U0710,0.07715661078691483,0.00817020080269466,0.004800869155115231,0,normal
U0679,0.07880088686943054,0.007911659317987898,0.004788777831915889,0,normal
U0366,0.08586598187685013,0.007299791736421679,0.004773595408032994,0,normal
U0069,0.08522892743349075,0.007328693763971889,0.00475693913381325,0,normal
U0597,0.10924071818590164,0.005621119141983637,0.004756450290550199,0,normal
U0477,0.07292543351650238,0.008392564572325985,0.004740774914651554,0,normal
U0237,0.07506853342056274,0.00801967884626353,0.004740353759583334,0,normal
U0535,0.08763512969017029,0.00691777832614699,0.004734888893711489,0,normal
U0582,0.058214250952005386,0.010306237908362126,0.004724167874001921,0,normal
U0742,0.05757619068026543,0.010579520241866192,0.004718288876825917,0,normal
U0138,0.08704521507024765,0.007055410085625118,0.0047172964554753226,0,normal
U0838,0.07755092531442642,0.007971740779017297,0.004708191825148361,0,normal
U0882,0.07050023972988129,0.008613202673852053,0.004703605456578464,0,normal
U0611,0.07131503522396088,0.008504272569617418,0.004697793227928461,0,normal
U0883,0.07485517114400864,0.00803251656909987,0.004696111017483273,0,normal
U0464,0.0787224993109703,0.007698012117043618,0.004694108128607631,0,normal
U0997,0.07592519372701645,0.008098679440740069,0.0046828917066698405,0,normal
U0314,0.07394913583993912,0.008168729205676566,0.004679109706953308,0,normal
U0645,0.0712917149066925,0.008443838536584859,0.0046238633162621594,0,normal
U0840,0.09775661677122116,0.006005285705755121,0.00462248682112196,0,normal
U0246,0.06562438607215881,0.00900375823662067,0.004614811817736007,0,normal
U0948,0.08614650368690491,0.006985689423061103,0.004583116809533726,0,normal
U0846,0.0602482445538044,0.00998663327643577,0.004582236458671051,0,normal
U0817,0.08592670410871506,0.006990023564800799,0.004574259413529643,0,normal
U0629,0.0779886469244957,0.007569189054653217,0.00457252789325441,0,normal
U0683,0.08366710692644119,0.007041422542537627,0.004563423594560414,0,normal
U0547,0.07313849031925201,0.008186598650479875,0.004559985776061612,0,normal
U0167,0.0787094235420227,0.00760616059126121,0.0045593845059045904,0,normal
U0445,0.06782171130180359,0.008672587340883334,0.004556097940227747,0,normal
U0175,0.06908661872148514,0.008423447787542452,0.004545155473354873,0,normal
U0141,0.0621752068400383,0.00941130092842665,0.004532549171158512,0,normal
U0972,0.07272699475288391,0.008176890936271837,0.004528953313753149,0,normal
U0749,0.06512025743722916,0.009046622332088021,0.004525104102681467,0,normal
U0027,0.06060633808374405,0.009731917216824067,0.004491903802428032,0,normal
U0513,0.06625442206859589,0.00887788243336876,0.004479589895219927,0,normal
U0307,0.07676947861909866,0.007373870752123748,0.004457383046902874,0,normal
U0733,0.061224907636642456,0.00946467553038723,0.00445102336898802,0,normal
U0989,0.08449794352054596,0.00679334370056767,0.004446367471899906,0,normal
U0491,0.0788634791970253,0.00713710092719887,0.004431937383010442,0,normal
U0861,0.08747560530900955,0.006594166395387179,0.004430705292786318,0,normal
U0207,0.09854315966367722,0.005823159276217867,0.0044076911772300085,0,normal
U0615,0.07726071774959564,0.00729936985307583,0.004404625872357771,0,normal
U0616,0.07035171240568161,0.008176096490396684,0.004380610883763716,0,normal
U0178,0.0778992548584938,0.00725939927330425,0.004380358061682256,0,normal
U0662,0.07230067253112793,0.007802343271858803,0.004369613412563599,0,normal
U0202,0.054978881031274796,0.01008976214225479,0.004367899824636036,0,normal
U0097,0.06114903464913368,0.009180268924477748,0.004348311358743379,0,normal
U0495,0.07082990556955338,0.00795345250976733,0.004327114237108295,0,normal
U0240,0.08676452934741974,0.006488284485601333,0.004324123655572209,0,normal
U0564,0.07570573687553406,0.007075431388479431,0.0043185543851981785,0,normal
U0601,0.06944180279970169,0.007880244174169737,0.004308801690846909,0,normal
U0955,0.06228318437933922,0.008992741306271755,0.004302183347525833,0,normal
U0119,0.07160530984401703,0.0077320368367570875,0.004252703930390008,0,normal
U0924,0.06727573275566101,0.008195111960926663,0.004234862693238378,0,normal
U0151,0.06439414620399475,0.008414219504987561,0.004231800097601911,0,normal
U0514,0.06538005918264389,0.008405762366439808,0.004221321438613339,0,normal
U0518,0.05620114877820015,0.009096867568914872,0.004215911848657947,1,usb_exfil
U0482,0.06529099494218826,0.008291015304230124,0.0041931136018763335,0,normal
U0967,0.06845679134130478,0.007773078826674816,0.004189917348007013,0,normal
U0959,0.07853270322084427,0.006822717141783899,0.00418478192171113,0,normal
U0583,0.08898192644119263,0.006114240666058045,0.004178980445354998,0,normal
U0995,0.07024990022182465,0.007732395439072237,0.004172398432233043,0,normal
U0987,0.06949307769536972,0.007678245113744592,0.004167431169309946,0,normal
U0821,0.07912944257259369,0.0066765635086672385,0.0041599387435302835,0,normal
U0588,0.0628637745976448,0.008609266265538268,0.004157120371393401,0,normal
U0195,0.09547288715839386,0.005640818417534428,0.0041366443286216525,0,normal
U0340,0.08886753022670746,0.006056236506553627,0.004134014001280939,0,normal
U0772,0.0662684217095375,0.008098998041980126,0.004122530971548811,0,normal
U0874,0.06429620087146759,0.008104673615123384,0.004103143320123411,0,normal
U0933,0.06849322468042374,0.007606686433892066,0.004102409149475252,0,normal
U0778,0.07213763147592545,0.006836950730820573,0.004096838786261796,1,flight_risk
U0565,0.06563815474510193,0.008194588244323156,0.00409635415065995,0,normal
U0770,0.06804423779249191,0.007635659524055943,0.00409104025822422,0,normal
U0060,0.06371184438467026,0.00839353801310263,0.0040726701356582655,0,normal
U0783,0.07503058016300201,0.006830300860547104,0.004067695295601421,0,normal
U0880,0.06658820062875748,0.007948897393869747,0.004065651755227983,0,normal
U0648,0.06645549833774567,0.007960114141083148,0.004063275036911053,0,normal
U0428,0.07188910990953445,0.007353388725333308,0.004060473094831262,0,normal
U0268,0.0688457190990448,0.007689398839610131,0.004031654664763229,0,normal
U0858,0.06597539782524109,0.007820767071287442,0.004029918716366397,0,normal
U0566,0.07754119485616684,0.006708448801443486,0.0040293057511186885,0,normal
U0728,0.07607949525117874,0.006910567372486788,0.004004011579232618,0,normal
U0180,0.06224573403596878,0.008437899585187788,0.0039999811278318516,0,normal
U0947,0.07058316469192505,0.007306015604427074,0.003994453292607316,0,normal
U0739,0.07880507409572601,0.006478745943630688,0.003987585876840984,0,normal
U0890,0.07617060095071793,0.006738297400549224,0.003975696122373726,0,normal
U0525,0.06268026679754257,0.008302560164385544,0.003963299244921963,0,normal
U0400,0.07404681295156479,0.00678817424714988,0.003957812331641073,0,normal
U0375,0.06660743057727814,0.0077796379430506496,0.003946354210701082,0,normal
U0404,0.07568366080522537,0.0067078257767548164,0.00393241668332186,0,normal
U0092,0.05987930670380592,0.008475175531119324,0.003930982317495151,0,normal
U0447,0.07131219655275345,0.007110874870628929,0.003927918566442255,0,normal
U0146,0.08171841502189636,0.006204246797945719,0.003927214522334129,0,normal
U0176,0.06224142014980316,0.008142349408687247,0.00392558923122307,0,normal
U0474,0.0769553855061531,0.006573727444626579,0.003918558520596267,0,normal
U0484,0.06761764734983444,0.007539163831806637,0.003915698483466196,0,normal
U0238,0.06246526911854744,0.008056252425653915,0.003865428876116387,0,normal
U0990,0.05297213792800903,0.009379319077524428,0.003848526105840029,0,normal
U0209,0.08868695795536041,0.0056474814448108646,0.003847162908701133,0,normal
U0541,0.06457211077213287,0.007815534968274121,0.003843418625605491,0,normal
U0334,0.06276500225067139,0.007834285702025883,0.003840447845790734,0,normal
U0288,0.05691542103886604,0.008758905849255547,0.0038291803080186676,0,normal
U0716,0.07740277051925659,0.006438575726336902,0.003828003442550628,0,normal
U0142,0.08449403941631317,0.005932555303937486,0.003817524783617147,0,normal
U0044,0.06330960988998413,0.00783361283641679,0.0038094102559608073,0,normal
U0930,0.07433179765939713,0.006584167610944292,0.003790976910020957,0,normal
U0600,0.06696438789367676,0.007424821038825783,0.0037865516963379057,0,normal
U0458,0.053940922021865845,0.009126710019661574,0.0037814522740670306,0,normal
U0978,0.057615067809820175,0.008543117412901372,0.003780754331097126,0,normal
U0233,0.05828259512782097,0.008434453066880544,0.003775911554356684,0,normal
U0670,0.08344319462776184,0.005890396344658272,0.003775386743148765,0,normal
U0145,0.06303928047418594,0.007792342839419982,0.0037731607254750396,0,normal
U0717,0.07968360930681229,0.006101990905259906,0.0037663109997458713,0,normal
U0199,0.09580925852060318,0.005107936857020292,0.003759057811868928,0,normal
U0678,0.05571599304676056,0.008637814333656211,0.0037587951503147247,0,normal
U0557,0.06055786460638046,0.00807598752586057,0.0037565761589780752,0,normal
U0205,0.0745200365781784,0.006542093644754258,0.003744689574803836,0,normal
U0406,0.06535957753658295,0.007386935362447862,0.0037398067439594475,0,normal
U0070,0.052170298993587494,0.00922311777280053,0.0037271485739637255,0,normal
U0965,0.06180855631828308,0.007874306570337612,0.003706593123583596,0,normal
U0589,0.07009753584861755,0.00681766403547878,0.003701808707223993,0,normal
U0626,0.06788577139377594,0.007024647129179125,0.0036938469379196215,0,normal
U0128,0.05925923213362694,0.008039516792594743,0.003690299306252551,0,normal
U0363,0.05716915801167488,0.008323461003222595,0.003685881513768038,0,normal
U0868,0.06842363625764847,0.007006230703961336,0.0036822781419197114,0,normal
U0510,0.08331593871116638,0.00560239075409094,0.00367533840893833,0,normal
U0446,0.06552596390247345,0.0072066954543894704,0.003657844281692044,0,normal
U0816,0.05290265381336212,0.008921077118156973,0.0036556985576995777,0,normal
U0189,0.07348238676786423,0.006359922757494997,0.0036500600774161526,0,normal
U0512,0.06684666126966476,0.007030316971967447,0.0036402419677612134,0,normal
U0062,0.07314398884773254,0.006384939935984827,0.00361752117469166,0,normal
U0913,0.07244027405977249,0.006432270213734389,0.0036092751410799102,0,normal
U0708,0.06068110838532448,0.007549973926663531,0.003607404157552979,0,normal
U0753,0.0632040724158287,0.007362914496449473,0.0036047109379970838,0,normal
U0558,0.054316118359565735,0.00871094116071398,0.003603361242887649,0,normal
U0949,0.07077407836914062,0.0066829594570349555,0.0036021106205457298,0,normal
U0771,0.06435851007699966,0.007270873229701915,0.003594335066611651,0,normal
U0084,0.06350667774677277,0.007355630243885367,0.003588106206615781,0,normal
U0940,0.07032888382673264,0.0065177122746042345,0.003580089030730434,0,normal
U0811,0.06178600713610649,0.007480342253347772,0.0035800346027703707,0,normal
U0466,0.08203604817390442,0.005582562120462772,0.0035768704711339446,0,normal
U0920,0.05714775249361992,0.008054695140180002,0.0035655283005540574,0,normal
U0865,0.06221822276711464,0.007512004955060547,0.0035594874336502763,0,normal
U0632,0.06838784366846085,0.006676731963383039,0.0035368649506989235,0,normal
U0216,0.07337627559900284,0.006268076984555191,0.0035327751098727083,0,normal
U0130,0.05761907622218132,0.007947619533574729,0.003517461604371134,0,normal
U0687,0.05784839391708374,0.007861318590373183,0.0034931135923748973,0,normal
U0173,0.054655399173498154,0.008377547555604806,0.0034870965250857542,0,normal
U0534,0.06283170729875565,0.00722098092749825,0.003484986214481014,0,normal
U0152,0.05167597532272339,0.00870608614727632,0.0034848755031031396,0,normal
U0977,0.06037571281194687,0.007362798479445692,0.003471923142146483,0,normal
U0327,0.06844509392976761,0.006586511417542894,0.003462771055129363,0,normal
U0226,0.060346055775880814,0.006899268689985415,0.0034584101246682443,1,cloud_exfil
U0992,0.05373206362128258,0.008365249610242495,0.00345253770754458,0,normal
U0247,0.07077658176422119,0.006262705755301567,0.0034334222458463036,0,normal
U0306,0.05010846629738808,0.008880878757242588,0.0034181652688071652,0,normal
U0845,0.061664070934057236,0.00726875055442696,0.0034135475317419953,0,normal
U0125,0.06605993956327438,0.006611461812779408,0.0034111481629824623,0,normal
U0942,0.06725563853979111,0.006546224855158774,0.003410320881626453,0,normal
U0452,0.0742068886756897,0.005902843782378871,0.003392978737111647,0,normal
U0101,0.06675145775079727,0.006597383393026755,0.0033826610539072974,0,normal
U0224,0.05258134379982948,0.00762000295676732,0.0033761053893879168,1,email_exfil
U0971,0.06920934468507767,0.0063291607086469765,0.003364626539633007,0,normal
U0761,0.0629090666770935,0.006961873725200441,0.0033640728313692535,0,normal
U0133,0.06437529623508453,0.006734043330905592,0.0033579233025475023,0,normal
U0805,0.081483855843544,0.005360948582542964,0.003355360746115507,0,normal
U0198,0.05771706625819206,0.007428314677789055,0.0033485705889533864,0,normal
U0870,0.0656546801328659,0.006637813518983745,0.0033474703804434033,0,normal
U0993,0.06558786332607269,0.006691921252072148,0.003342629960396875,0,normal
U0032,0.06766805797815323,0.006319883063042653,0.0033400861825846743,0,normal
U0810,0.05121364817023277,0.00840469816159081,0.0033341371455641324,0,normal
U0429,0.05797473341226578,0.007485149582307559,0.00333322975294825,0,normal
U0842,0.0607479028403759,0.007067616890421761,0.0033256758353436056,0,normal
U0763,0.05998944863677025,0.0072133858167821386,0.0033238394475609175,0,normal
U0795,0.06090513989329338,0.0069300392940550085,0.0033234219731906826,0,normal
U0244,0.06350871920585632,0.006745945373490751,0.0033185762411496213,0,normal
U0655,0.0614863783121109,0.006500548847498067,0.0032959711020906428,1,usb_exfil
U0619,0.062065716832876205,0.006908500540784535,0.0032935296491362637,0,normal
U0120,0.06429459899663925,0.006657301497228727,0.0032877495244360206,0,normal
U0048,0.06843935698270798,0.006200353080748755,0.003286986852094804,0,normal
U0383,0.06714710593223572,0.0063675761948469205,0.00328418380694456,0,normal
U0147,0.06654228270053864,0.006246817980464555,0.0032730481287964125,0,normal
U0957,0.06190856173634529,0.006856573176874509,0.003260497231464118,0,normal
U0521,0.04893121495842934,0.008515591013941153,0.0032543608889845214,0,normal
U0587,0.07173823565244675,0.005902956302603435,0.0032527168949484145,0,normal
U0418,0.06240197271108627,0.006646819438687589,0.003239493538470195,0,normal
U0867,0.06411583721637726,0.006354699592463028,0.0032339300150524336,0,normal
U0653,0.06422623991966248,0.006608668095899593,0.003232514153591508,0,normal
U0042,0.0578472763299942,0.007250119598627523,0.0032214700060674774,0,normal
U0377,0.05436471849679947,0.007707318374440994,0.003218447643773686,0,normal
U0773,0.060529470443725586,0.006863714375155953,0.0032181160562852083,0,normal
U0731,0.057847533375024796,0.007221688829535412,0.0032088515253970197,0,normal
U0979,0.05600227415561676,0.007478919936602569,0.0031897639403925997,0,normal
U0222,0.0473799929022789,0.008616686264283507,0.0031886010831948153,0,normal
U0499,0.0644678846001625,0.006275040379385085,0.0031853399566990257,0,normal
U0946,0.07040180265903473,0.005786382009186124,0.0031816748778478007,0,normal
U0136,0.05888596549630165,0.007025805485774704,0.003177853907081188,0,normal
U0426,0.05987192690372467,0.006851249868149504,0.003177376414799324,0,normal
U0347,0.06071655824780464,0.006871421014066386,0.003177369342532242,0,normal
U0628,0.06276299804449081,0.006628435132633115,0.003168317440410021,0,normal
U0766,0.05903315544128418,0.006981237278611296,0.0031655880853128275,0,normal
U0490,0.05833672732114792,0.007014608500314306,0.0031431963003954793,0,normal
U0241,0.05330612137913704,0.00753155622832772,0.0031356438136531228,0,normal
U0179,0.05116916820406914,0.00803663901420209,0.0031318201595836124,0,normal
U0316,0.07118842005729675,0.00566439157156727,0.0031234765336180205,0,normal
U0356,0.05684235319495201,0.00720789563406313,0.0031202869539642044,0,normal
U0408,0.048556774854660034,0.008226036297408605,0.003119646406948308,0,normal
U0412,0.05105449631810188,0.007883364713563878,0.003091516871219429,0,normal
U0304,0.07127969712018967,0.005693090488019094,0.003090494173254714,0,normal
U0280,0.06021740660071373,0.0066192618625384135,0.0030875019126797455,0,normal
U0607,0.05462823063135147,0.007352887073458556,0.0030853258378844687,0,normal
U0110,0.06371301412582397,0.006320742328611083,0.003066974987422885,0,normal
U0633,0.04898346588015556,0.008062081457683234,0.003058949574819413,0,normal
U0799,0.06676796823740005,0.0059992276290923375,0.0030505454383647204,0,normal
U0741,0.057854101061820984,0.006923304871406799,0.0030504337905521623,0,normal
U0939,0.04787436127662659,0.008366091118653943,0.003050279106397638,0,normal
U0380,0.047814369201660156,0.008218108562452168,0.0030437286336064346,0,normal
U0563,0.05111398547887802,0.007750256215125382,0.0030428588783253064,0,normal
U0935,0.05507919192314148,0.007173968528334981,0.003035100197442628,0,normal
U0284,0.047944456338882446,0.008187439257549698,0.003015174802934353,0,normal
U0033,0.05514514073729515,0.006679643684631614,0.003015073801839588,1,usb_exfil
U0892,0.04640974849462509,0.008236069352836151,0.003009712795396197,0,normal
U0405,0.08107344061136246,0.004868183013062209,0.003005795967486132,0,normal
U0227,0.06595555692911148,0.005821137360924445,0.002998638804708852,0,normal
U0382,0.04954715818166733,0.007748683543240986,0.002998552053266672,0,normal
U0568,0.053900204598903656,0.0072262008805022695,0.002991757923140016,0,normal
U0835,0.043023038655519485,0.008955189707972029,0.0029843619649245756,0,normal
U0320,0.0611540749669075,0.006400210490708418,0.002980805613468384,0,normal
U0910,0.04576907306909561,0.008228786629312099,0.002965539841597304,0,normal
U0049,0.048309508711099625,0.008026756859557093,0.002953158287704865,0,normal
U0479,0.0477885939180851,0.008112194383549085,0.0029524095258467217,0,normal
U0540,0.052066557109355927,0.007365729951192468,0.002945782373218751,0,normal
U0700,0.06508588790893555,0.005737229119622023,0.00294025415728159,0,normal
U0117,0.058265917003154755,0.006543873408824074,0.0029287040043975486,0,normal
U0612,0.05437871441245079,0.006980016353119967,0.0029154888308148973,0,normal
U0459,0.06496717780828476,0.00576296169731639,0.0029001159351112584,0,normal
U0057,0.0558156743645668,0.006563448922560705,0.0028845902474535765,0,normal
U0694,0.04970189556479454,0.007425031525555856,0.002882280024645218,0,normal
U0228,0.06630110740661621,0.005610915086056896,0.00288157616893201,0,normal
U0472,0.059450626373291016,0.006254987672641476,0.002880437909395295,0,normal
U0974,0.05212312564253807,0.007067075451834998,0.00287696843202012,0,normal
U0109,0.05316661670804024,0.006975420964681689,0.002872665588683363,0,normal
U0885,0.05451925843954086,0.006812586789802265,0.002852909491575204,0,normal
U0079,0.04760687053203583,0.007727827024344454,0.0028497230255497574,0,normal
U0324,0.056351300328969955,0.006575219366029268,0.00284603472317662,0,normal
U0059,0.07163389772176743,0.005112463277023001,0.002836771853288608,0,normal
U0436,0.07274945080280304,0.005028122495556649,0.0028334215571504994,0,normal
U0190,0.04702925309538841,0.007770379775341156,0.0028306485551479756,0,normal
U0828,0.053723275661468506,0.0065777947366576495,0.002827045439056124,0,normal
U0961,0.046877264976501465,0.007847900388373153,0.002825802161208223,0,normal
U0980,0.07373372465372086,0.004963284639541336,0.0028110033353292833,0,normal
U0414,0.05584702268242836,0.00654382682477401,0.0028070996397447905,0,normal
U0567,0.057963911443948746,0.006353994490037339,0.0028049073142465747,0,normal
U0374,0.0484607070684433,0.0074645858578181925,0.0027785708161907445,0,normal
U0187,0.05230293050408363,0.0068482177802100825,0.0027744647468151713,0,normal
U0435,0.0594438835978508,0.006004578957178334,0.0027648104369010964,0,normal
U0729,0.059328436851501465,0.0060506233909249805,0.002757331826929448,0,normal
U0203,0.06120043992996216,0.005804125706165072,0.002751483919810389,0,normal
U0697,0.050299979746341705,0.006859108165033711,0.002738455805374649,0,normal
U0585,0.05749160796403885,0.006194607189800697,0.0027355473316747793,0,normal
U0041,0.05097353085875511,0.006890718282583445,0.0027207261918144416,0,normal
U0651,0.04652075469493866,0.007450792304314478,0.0027071612589561066,0,normal
U0887,0.04805843159556389,0.007270923461984088,0.0027066667728627195,0,normal
U0341,0.04077811539173126,0.008487720270161352,0.0027032307938991773,0,normal
U0393,0.0485413558781147,0.007244574579746221,0.0027011630269555167,0,normal
U0519,0.053172606974840164,0.006555588554905967,0.0027000715151030814,0,normal
U0469,0.05849398300051689,0.005955947502146349,0.0026985948102540213,0,normal
U0051,0.06627320498228073,0.005206822707408286,0.0026951049476940992,0,normal
U0999,0.04971390962600708,0.007118169959900709,0.0026950093029113912,0,normal
U0706,0.05067409202456474,0.006848292288567374,0.0026880905179864027,0,normal
U0748,0.0545746348798275,0.006466002124092296,0.0026874517673594485,0,normal
U0515,0.055111732333898544,0.006381217328079066,0.002678314639201538,0,normal
U0219,0.04847296327352524,0.007068729132384522,0.0026761215034617476,0,normal
U0593,0.0528268963098526,0.006555448888407535,0.0026600116406492722,0,normal
U0379,0.04957512766122818,0.007009291140003244,0.002646378364810227,0,normal
U0505,0.06303736567497253,0.005403174186320333,0.002638290717068367,0,normal
U0453,0.04704810306429863,0.007268976696735281,0.0026268870537703476,0,normal
U0581,0.04212387651205063,0.00817583256886384,0.002622855209858222,0,normal
U0727,0.05388537049293518,0.006130008127391713,0.0026218159323758102,0,normal
U0440,0.06046382337808609,0.005692761675343968,0.00262139583701324,0,normal
U0622,0.044924940913915634,0.0076435858539270546,0.0026151623753648276,0,normal
U0476,0.04955267533659935,0.00678201104259415,0.0026031621720139066,0,normal
U0610,0.05096177011728287,0.006632578898162753,0.002596288413094555,0,normal
U0944,0.055821165442466736,0.006005294427704101,0.0025748931399308707,0,normal
U0218,0.05075530335307121,0.006599167851310101,0.002572744204154335,0,normal
U0656,0.04398297145962715,0.007550297706442658,0.002572315697091854,0,normal
U0786,0.05258326977491379,0.006247109548372673,0.0025656158355911456,0,normal
U0857,0.0574524849653244,0.005837296185836945,0.0025540802841946247,0,normal
U0690,0.047447118908166885,0.006876925975687255,0.00254840890110805,0,normal
U0419,0.04918907955288887,0.006680203731214836,0.002545270996989982,0,normal
U0373,0.042945150285959244,0.007637349401829851,0.002540577290391467,0,normal
